customer_id,gender,age,senior_citizen,married,dependents,number_of_dependents,referred_a_friend,number_of_referrals,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,churn_label,tenure_in_months
151,Male,75,Yes,No,No,0,No,0,None,Yes,39.51,Yes,Yes,13,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,7
152,Female,74,Yes,No,No,0,No,0,None,Yes,39.36,Yes,Yes,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,31
153,Female,80,Yes,No,No,0,No,0,None,Yes,29.96,Yes,Yes,7,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,14
154,Male,74,Yes,No,No,0,No,0,None,Yes,23.53,Yes,Yes,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,15
155,Male,70,Yes,Yes,No,0,No,0,None,Yes,10.78,Yes,Yes,15,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,59
156,Male,76,Yes,Yes,No,0,Yes,3,None,Yes,49.11,Yes,Yes,17,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,46
157,Female,72,Yes,No,No,0,No,0,None,Yes,36.36,Yes,Yes,6,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,25
158,Female,66,Yes,No,No,0,No,0,None,Yes,32.11,Yes,Yes,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,16
159,Male,75,Yes,No,No,0,No,0,None,Yes,41.2,No,Yes,15,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,1
160,Male,65,Yes,Yes,No,0,Yes,1,None,Yes,24.54,Yes,Yes,5,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Yes,36
161,Male,79,Yes,No,No,0,No,0,None,Yes,10.67,No,Yes,17,Yes,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,Yes,45
162,Male,73,Yes,No,No,0,No,0,Offer C,Yes,46.34,Yes,Yes,22,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,Yes,25
163,Male,79,Yes,No,No,0,No,0,Offer C,Yes,41.93,Yes,Yes,23,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,39
164,Female,70,Yes,Yes,No,0,Yes,1,Offer C,Yes,47.95,No,Yes,21,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,31
165,Male,71,Yes,No,No,0,No,0,None,Yes,30.25,Yes,Yes,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,3
166,Male,69,Yes,No,No,0,No,0,None,Yes,33.84,No,Yes,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,1
167,Female,70,Yes,No,No,0,No,0,Offer C,Yes,17.24,Yes,Yes,25,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Yes,33
168,Male,71,Yes,Yes,No,0,Yes,1,None,Yes,42.92,Yes,Yes,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,7
169,Male,67,Yes,No,No,0,No,0,None,Yes,16.78,Yes,Yes,15,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,19
170,Male,67,Yes,Yes,No,0,Yes,2,None,Yes,26.99,No,Yes,2,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,8
171,Female,69,Yes,No,No,0,No,0,Offer D,Yes,7.22,Yes,Yes,28,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,13
172,Male,75,Yes,No,No,0,No,0,Offer D,Yes,7.51,No,Yes,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,10
173,Male,67,Yes,No,No,0,No,0,None,Yes,45.72,No,Yes,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,5
174,Male,66,Yes,Yes,No,0,No,0,None,Yes,38.78,Yes,Yes,23,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,1
175,Female,67,Yes,No,No,0,No,0,Offer D,No,0,No,Yes,4,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,10
176,Male,71,Yes,Yes,No,0,Yes,1,None,Yes,21.67,Yes,Yes,6,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,Yes,53
177,Male,74,Yes,Yes,No,0,Yes,1,Offer D,Yes,26.12,No,Yes,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,16
178,Female,70,Yes,No,No,0,No,0,None,Yes,17.56,Yes,Yes,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,9
179,Male,76,Yes,Yes,No,0,Yes,1,Offer C,Yes,43.51,Yes,Yes,22,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,32
180,Male,67,Yes,Yes,No,0,Yes,1,None,Yes,17.36,Yes,Yes,29,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,1
181,Male,80,Yes,No,No,0,No,0,None,Yes,14.89,No,Yes,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,8
182,Female,67,Yes,Yes,No,0,Yes,1,Offer D,Yes,30.63,Yes,Yes,27,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,12
183,Female,68,Yes,Yes,No,0,Yes,1,None,Yes,18.91,Yes,Yes,20,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,4
184,Male,69,Yes,Yes,No,0,Yes,1,None,Yes,17.45,Yes,Yes,20,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,70
185,Female,80,Yes,No,No,0,No,0,None,Yes,28.64,No,Yes,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,1
186,Female,73,Yes,Yes,No,0,Yes,1,None,Yes,26.95,No,Yes,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,47
187,Female,73,Yes,Yes,No,0,Yes,1,None,Yes,37.3,No,Yes,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,1
188,Male,65,Yes,No,No,0,No,0,Offer D,Yes,28.63,No,Yes,7,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,Yes,12
189,Male,73,Yes,No,No,0,No,0,None,No,0,No,Yes,25,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,53
190,Male,78,Yes,Yes,No,0,No,0,None,Yes,22.56,Yes,Yes,15,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,41
191,Male,68,Yes,No,No,0,No,0,None,Yes,2.27,No,Yes,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,5
192,Male,65,Yes,Yes,No,0,Yes,1,None,Yes,16.34,Yes,Yes,4,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,69
193,Male,67,Yes,No,No,0,No,0,Offer D,Yes,16.32,Yes,Yes,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,14
194,Female,70,Yes,No,No,0,No,0,Offer C,Yes,33.22,No,Yes,9,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,32
195,Female,69,Yes,Yes,No,0,Yes,1,None,Yes,4.6,No,Yes,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,50
196,Female,73,Yes,No,No,0,No,0,None,No,0,No,Yes,13,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,2
197,Male,74,Yes,No,No,0,No,0,None,Yes,17.62,Yes,Yes,29,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,23
198,Female,78,Yes,No,No,0,No,0,Offer E,Yes,5.49,Yes,Yes,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,2
199,Male,77,Yes,Yes,No,0,Yes,1,Offer C,Yes,6.23,No,Yes,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,30
200,Female,70,Yes,No,No,0,No,0,None,Yes,22.92,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,1
201,Female,78,Yes,Yes,No,0,No,0,Offer C,Yes,48.95,Yes,Yes,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,32
202,Female,75,Yes,No,No,0,No,0,None,Yes,36.83,No,Yes,16,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,16
203,Female,75,Yes,No,No,0,No,0,Offer C,Yes,47.39,Yes,Yes,2,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,38
204,Male,76,Yes,No,No,0,No,0,Offer E,Yes,12.96,No,Yes,20,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,Yes,2
205,Male,70,Yes,Yes,No,0,Yes,1,None,Yes,9.5,No,Yes,16,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,17
206,Male,67,Yes,Yes,No,0,Yes,1,Offer E,No,0,No,Yes,20,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,3
207,Female,69,Yes,No,No,0,No,0,Offer E,No,0,No,Yes,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Yes,1
208,Female,70,Yes,Yes,No,0,Yes,1,Offer B,No,0,No,Yes,21,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,Yes,43
209,Male,74,Yes,Yes,No,0,Yes,2,None,Yes,46.5,Yes,Yes,4,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,10
210,Female,77,Yes,No,No,0,No,0,Offer C,Yes,41.85,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,37
211,Male,66,Yes,Yes,No,0,Yes,1,None,Yes,48.5,Yes,Yes,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,12
212,Male,70,Yes,No,No,0,No,0,Offer C,Yes,35.1,Yes,Yes,29,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,35
213,Female,68,Yes,No,No,0,No,0,Offer E,Yes,45.8,No,Yes,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,1
214,Female,65,Yes,No,No,0,No,0,Offer E,Yes,18.37,No,Yes,13,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,1
215,Female,76,Yes,No,No,0,No,0,Offer E,Yes,12.91,Yes,Yes,21,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,9
216,Male,73,Yes,No,No,0,No,0,Offer C,Yes,5.75,No,Yes,30,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,Yes,38
217,Male,70,Yes,No,No,0,No,0,Offer B,Yes,19.49,Yes,Yes,11,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,51
218,Female,68,Yes,No,No,0,No,0,None,Yes,41.83,Yes,Yes,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,5
219,Female,77,Yes,No,No,0,No,0,None,Yes,23.46,Yes,Yes,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,2
220,Female,73,Yes,No,No,0,No,0,None,Yes,25.74,No,Yes,6,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Yes,2
221,Male,71,Yes,Yes,No,0,Yes,1,None,Yes,4.89,Yes,Yes,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,1
222,Male,69,Yes,Yes,No,0,Yes,1,Offer B,Yes,7.94,Yes,Yes,6,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,53
223,Male,80,Yes,Yes,No,0,Yes,1,Offer B,Yes,22.14,Yes,Yes,30,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,51
224,Male,66,Yes,Yes,No,0,No,0,None,Yes,6.03,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,Yes,72
225,Male,79,Yes,No,No,0,No,0,None,Yes,4.59,No,Yes,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,5
226,Male,80,Yes,No,No,0,No,0,None,Yes,28.49,Yes,Yes,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,1
227,Female,78,Yes,No,No,0,No,0,None,Yes,4.1,Yes,Yes,5,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,Yes,11
228,Female,67,Yes,Yes,No,0,Yes,1,Offer B,Yes,31.56,Yes,Yes,4,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,50
229,Male,73,Yes,No,No,0,No,0,None,Yes,18.69,No,Yes,28,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,5
230,Male,75,Yes,No,No,0,No,0,None,Yes,36.36,Yes,Yes,12,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,5
231,Male,67,Yes,No,No,0,No,0,None,Yes,10.66,Yes,Yes,15,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,Yes,9
232,Female,75,Yes,No,No,0,No,0,None,Yes,9.55,No,Yes,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,2
233,Male,80,Yes,Yes,No,0,Yes,2,Offer B,Yes,43.58,Yes,Yes,22,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,51
234,Male,72,Yes,Yes,No,0,No,0,Offer C,Yes,1.26,Yes,Yes,18,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,Yes,26
235,Female,70,Yes,Yes,No,0,Yes,1,None,No,0,No,Yes,12,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,18
236,Female,73,Yes,Yes,No,0,Yes,1,Offer E,Yes,24.24,No,Yes,9,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,1
237,Female,75,Yes,Yes,No,0,Yes,1,Offer E,Yes,6.86,No,Yes,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Yes,2
238,Male,70,Yes,Yes,No,0,Yes,1,Offer C,Yes,35.38,Yes,Yes,21,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Yes,29
239,Female,77,Yes,No,No,0,No,0,Offer E,No,0,No,Yes,15,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,1
240,Male,80,Yes,Yes,No,0,Yes,1,Offer B,Yes,5.36,Yes,Yes,22,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,46
241,Female,78,Yes,No,No,0,No,0,Offer E,Yes,24.75,No,Yes,22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,1
242,Female,69,Yes,No,No,0,No,0,None,Yes,11.82,Yes,Yes,5,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,20
243,Male,71,Yes,Yes,No,0,Yes,1,Offer B,Yes,48.62,No,Yes,3,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,46
244,Male,70,Yes,No,No,0,No,0,None,Yes,25.19,Yes,Yes,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,2
245,Female,66,Yes,No,No,0,No,0,Offer E,Yes,26.22,No,Yes,22,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,1
246,Male,77,Yes,No,No,0,No,0,Offer B,Yes,42.06,Yes,Yes,21,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,41
247,Male,71,Yes,Yes,No,0,Yes,1,None,Yes,30.03,Yes,Yes,15,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,Yes,66
248,Male,68,Yes,No,No,0,No,0,Offer C,Yes,39.69,Yes,Yes,25,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,35
249,Male,71,Yes,Yes,No,0,No,0,None,Yes,16.88,Yes,Yes,24,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,10
250,Female,79,Yes,No,No,0,No,0,Offer C,Yes,34.69,No,Yes,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,26
251,Female,80,Yes,No,No,0,No,0,None,Yes,2.36,Yes,Yes,21,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,18
252,Male,65,Yes,No,No,0,No,0,Offer E,Yes,28.46,No,Yes,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,1
253,Female,70,Yes,No,No,0,No,0,Offer E,Yes,48.95,Yes,Yes,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,1
254,Male,68,Yes,Yes,No,0,Yes,8,Offer B,Yes,31.25,Yes,Yes,20,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,43
255,Male,80,Yes,Yes,No,0,Yes,3,Offer C,Yes,33.63,Yes,Yes,25,Yes,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,Yes,25
256,Male,77,Yes,Yes,No,0,Yes,1,None,Yes,16.61,Yes,Yes,3,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,36
257,Male,65,Yes,Yes,No,0,Yes,1,Offer E,Yes,49.6,No,Yes,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Yes,1
258,Male,66,Yes,Yes,No,0,Yes,1,Offer B,Yes,45.04,Yes,Yes,29,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,Yes,41
259,Male,70,Yes,No,No,0,No,0,None,Yes,16.19,No,Yes,12,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,1
260,Female,69,Yes,No,No,0,No,0,Offer E,Yes,43.96,Yes,Yes,14,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,2
261,Male,66,Yes,No,No,0,No,0,Offer B,Yes,32.36,Yes,Yes,2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,49
262,Female,75,Yes,No,No,0,No,0,Offer E,Yes,8.91,No,Yes,27,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,Yes,6
263,Female,75,Yes,Yes,No,0,Yes,1,Offer E,Yes,21.43,Yes,Yes,12,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,7
264,Female,67,Yes,No,No,0,No,0,Offer D,Yes,29.29,Yes,Yes,15,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Yes,20
265,Female,75,Yes,Yes,No,0,No,0,Offer B,Yes,33.49,Yes,Yes,8,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Yes,54
266,Female,74,Yes,No,No,0,No,0,Offer E,Yes,15.32,No,Yes,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,2
267,Female,74,Yes,No,No,0,No,0,None,No,0,No,Yes,7,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,30
268,Male,67,Yes,Yes,No,0,Yes,1,Offer B,Yes,3.18,Yes,Yes,5,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,58
269,Female,74,Yes,Yes,No,0,Yes,1,None,Yes,21.33,Yes,Yes,24,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,68
270,Female,69,Yes,Yes,No,0,Yes,1,None,Yes,13.38,Yes,Yes,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,24
271,Male,70,Yes,Yes,No,0,Yes,1,None,Yes,39.49,Yes,Yes,7,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,27
272,Female,79,Yes,No,No,0,No,0,None,No,0,No,Yes,11,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,2
273,Female,76,Yes,No,No,0,No,0,None,Yes,20.98,Yes,Yes,16,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,29
274,Male,78,Yes,Yes,No,0,Yes,1,None,Yes,6.66,Yes,Yes,14,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,5
275,Female,79,Yes,No,No,0,No,0,None,Yes,28.14,Yes,Yes,10,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,28
276,Male,73,Yes,No,No,0,No,0,None,Yes,3.23,Yes,Yes,26,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,Yes,24
277,Female,74,Yes,Yes,No,0,Yes,7,Offer B,Yes,8.75,Yes,Yes,13,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,Yes,43
278,Male,73,Yes,No,No,0,No,0,None,Yes,5.57,No,Yes,24,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,2
279,Male,71,Yes,Yes,No,0,Yes,6,None,Yes,49.85,Yes,Yes,14,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,Yes,66
280,Female,68,Yes,Yes,No,0,Yes,1,None,Yes,27.75,Yes,Yes,11,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,Yes,66
281,Female,70,Yes,No,No,0,No,0,None,Yes,15.43,Yes,Yes,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,31
282,Female,66,Yes,No,No,0,No,0,None,Yes,3.3,Yes,Yes,2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,37
283,Male,65,Yes,No,No,0,No,0,None,Yes,28.98,Yes,Yes,30,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,24
284,Male,78,Yes,No,No,0,No,0,None,Yes,43.66,No,Yes,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,2
285,Female,74,Yes,No,No,0,No,0,None,Yes,13.8,Yes,Yes,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,8
286,Male,78,Yes,Yes,No,0,Yes,1,None,Yes,17.51,Yes,Yes,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,1
287,Female,79,Yes,No,No,0,No,0,None,Yes,43.34,No,Yes,2,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,9
288,Female,76,Yes,No,No,0,No,0,Offer B,Yes,44.88,Yes,Yes,15,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,Yes,49
289,Male,67,Yes,No,No,0,No,0,None,No,0,No,Yes,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,1
290,Female,80,Yes,No,No,0,No,0,Offer D,Yes,30.37,No,Yes,28,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,17
291,Male,77,Yes,No,No,0,No,0,None,Yes,2.98,No,Yes,3,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,3
292,Female,73,Yes,No,No,0,No,0,None,Yes,43.61,Yes,Yes,8,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,30
293,Male,74,Yes,Yes,No,0,Yes,1,Offer B,Yes,45.84,Yes,Yes,18,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,41
294,Female,76,Yes,Yes,No,0,Yes,1,Offer B,Yes,2.9,No,Yes,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,42
295,Female,78,Yes,Yes,No,0,No,0,None,Yes,25.77,Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,Yes,72
296,Female,78,Yes,Yes,No,0,Yes,1,Offer D,Yes,1.28,Yes,Yes,14,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,11
297,Male,66,Yes,No,No,0,No,0,None,Yes,5.02,Yes,Yes,26,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,8
298,Female,69,Yes,No,No,0,No,0,None,Yes,22.56,Yes,Yes,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Yes,1
299,Female,74,Yes,No,No,0,No,0,None,Yes,31.17,Yes,Yes,25,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,27
300,Female,68,Yes,No,No,0,No,0,None,Yes,16.37,Yes,Yes,7,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,1
301,Female,68,Yes,No,No,0,No,0,None,Yes,45.77,Yes,Yes,10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,54
302,Female,68,Yes,No,No,0,No,0,None,Yes,26.23,Yes,Yes,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,4
